LAPORAN KAS BCA DISMA BULAN JANUARI 2026;;;;;;
;;;;;;
TGL;KETERANGAN;SALDO AWAL;KAS MASUK;KAS KELUAR;SALDO AKHIR;
;;;;;;
;; Rp	10.859.879,30 ;;; Rp	10.859.879,30 ;
06-Feb;Pembelian Hijrah Food 6Februari'26;;; Rp	1.410.000,00 ; Rp	11.045.806,31 ;
;Uang Belanja Hilman 6Februari'26;;; Rp	908.000,00 ; Rp	10.137.806,31 ;
;Pembelian Delta Adib 6Februari'26;;; Rp	210.000,00 ; Rp	9.927.806,31 ;
;Pembelian beras Thai Farmer Hom Mali @5kg 2Krg Shopee 6Februari'26;;; Rp	586.700,00 ; Rp	9.341.106,31 ;
;Disma Operasional Cost Dari Bank Bri;; Rp	15.000.000,00 ;; Rp	24.341.106,31 ;
;Pembelian Mc Chain Curly Fries@1.8Kg 10Pack Shopee 6Februari'26;;; Rp	1.448.400,00 ; Rp	22.892.706,31 ;
;Pembelian Kentang Aviko Straight Cut@2,5Kg 5Pack Shopee 6Februari'26;;; Rp	323.600,00 ; Rp	22.569.106,31 ;
;Pembelian Kentang Aviko Straight Cut@2,5Kg 5Pack Shopee 6Februari'26;;; Rp	327.000,00 ; Rp	22.242.106,31 ;
;Pembelian Reyhan Farm 20Januari'26;;; Rp	3.540.000,00 ; Rp	18.702.106,31 ;
;Pembelian Dafa Farm 19-24Januari'26;;; Rp	6.549.000,00 ; Rp	12.153.106,31 ;
;Biaya Bank;;; Rp	2.500,00 ; Rp	12.150.606,31 ;
;Uang Belanja Hilman 7Februari'26;;; Rp	3.000.000,00 ; Rp	9.150.606,31 ;
07-Feb;Disma Operasional Cost Dari Bank Bri;; Rp	25.000.000,00 ;; Rp	34.150.606,31 ;
;Pembelian Aldi 19-25Januari'26;;; Rp	6.939.500,00 ; Rp	27.211.106,31 ;
;Pembelian Suminto 19-24Januari'26;;; Rp	1.402.500,00 ; Rp	25.808.606,31 ;
;Pembelian Pak Yana 7 Februari'26;;; Rp	1.050.000,00 ; Rp	24.758.606,31 ;
;Uang Belanja Hilman 9 Februari'26;;; Rp	2.500.000,00 ; Rp	22.258.606,31 ;
;Uang Belanja Hilman 8 Februari'26;;; Rp	2.800.000,00 ; Rp	19.458.606,31 ;
08-Feb;Tagihan Fresh Box 12-18Jan'26;;; Rp	16.793.770,00 ; Rp	2.664.836,31 ;
;Pembelian Lestari 9 Februari;;; Rp	2.050.000,00 ; Rp	614.836,31 ;
09-Feb;Disma Operasional Cost Dari Bank Bri;; Rp	4.000.000,00 ;; Rp	4.614.836,31 ;
;Pembelian Milac Gold Cooking Cream@1Liter 16 Pack Shopee 9Februari'26;;; Rp	1.168.000,00 ; Rp	3.446.836,31 ;
;Pembelian Monin Syrup Leci@700Gr 1Btl Tokopedis 9Februari'26;;; Rp	157.100,00 ; Rp	3.289.736,31 ;
;Pembelian Safira 8Februari'26;;; Rp	420.000,00 ; Rp	2.869.736,31 ;
;Pembelian Safira 9Februari'26;;; Rp	472.500,00 ; Rp	2.397.236,31 ;
;Pembelian Max Creamer@500Gr 6Pack Shopee 9Februari'26;;; Rp	290.450,00 ; Rp	2.106.786,31 ;
;Uang Lembur Bagus 8 Februari'26;;; Rp	50.000,00 ; Rp	2.056.786,31 ;
;Uang Lembur Rifai 7Februari'26;;; Rp	50.000,00 ; Rp	2.006.786,31 ;
;Pembelian Pak Yana 9 Februari'26;;; Rp	350.000,00 ; Rp	1.656.786,31 ;
;Pembelian Delta Adib 9Februari'26;;; Rp	227.500,00 ; Rp	1.429.286,31 ;
;Tagihan MKA 9-15 Desember'24;; Rp	3.250.000,00 ;; Rp	4.679.286,31 ;
;Uang Belanja Hilman 8 Februari'26;;; Rp	1.070.000,00 ; Rp	3.609.286,31 ;
;Pembelian Kecap Manis Anggur@5Liter 1Jrg Shopee 9Februari'26;;; Rp	173.300,00 ; Rp	3.435.986,31 ;
;Pembelian Hijrah Food 9Februari'26;;; Rp	380.000,00 ; Rp	3.055.986,31 ;
;Uang Belanja Hilman 9 Februari'26;;; Rp	1.216.000,00 ; Rp	1.839.986,31 ;
;Pembelian Bernardi Cornet Beef @290Gr 10Can Shopee 9Februari'26;;; Rp	529.460,00 ; Rp	1.310.526,31 ;
;Pembelian Sambal Abc Extra Pedas@950Gr 9Pack Shopee 9Februari'26;;; Rp	297.820,00 ; Rp	1.012.706,31 ;
;Internet Indosat Hifi ;;; Rp	382.950,00 ; Rp	629.756,31 ;
;Uang Belanja Bagus 9Februari'26;;; Rp	500.000,00 ; Rp	129.756,31 ;
10-Feb;Disma Operasional Cost Dari Bank Bri;; Rp	23.000.000,00 ;; Rp	23.129.756,31 ;
;Uang Belanja Hilman 9 Februari'26;;; Rp	2.000.000,00 ; Rp	21.129.756,31 ;
;Uang Belanja Hilman 10 Februari'26;;; Rp	5.000.000,00 ; Rp	16.129.756,31 ;
;Pembelian Mc Chain Curly Fries@1.8Kg 10Pack Shopee 10 Februari'26;;; Rp	1.448.400,00 ; Rp	14.681.356,31 ;
;Pembelian Kentang Aviko Straight Cut@2,5Kg 5Pack Shopee 10Februari'26;;; Rp	298.800,00 ; Rp	14.382.556,31 ;
;Pembelian Kentang Aviko Straight Cut@2,5Kg 5Pack Shopee 10Februari'26;;; Rp	327.000,00 ; Rp	14.055.556,31 ;
;Pembelian Safira 10Februari'26;;; Rp	1.370.000,00 ; Rp	12.685.556,31 ;
;Pembelian Pak Andi 10 Februari'26;;; Rp	6.900.000,00 ; Rp	5.785.556,31 ;
;Pembelian Diamond Uht Full Cream@1Liter 12Pack Shopee 10Februari'26;;; Rp	263.582,00 ; Rp	5.521.974,31 ;
;Pembelian Mitra Kirim 10 Februari'26;;; Rp	48.755,00 ; Rp	5.473.219,31 ;
;Pembelian Delta Adib 10 Februari'26;;; Rp	175.000,00 ; Rp	5.298.219,31 ;
;Pembelian Hijrah Food 10 Februari'26;;; Rp	1.805.000,00 ; Rp	3.493.219,31 ;
;Uang Belanja Hilman 10 Februari'26;;; Rp	1.462.000,00 ; Rp	2.031.219,31 ;
;Disma Operasional Cost Dari Bank Bri;; Rp	10.000.000,00 ;; Rp	12.031.219,31 ;
;Uang Belanja Hilman 11 Februari'26;;; Rp	8.000.000,00 ; Rp	4.031.219,31 ;
;Uang Harian Pak Ifan 10 Februari'26;;; Rp	150.000,00 ; Rp	3.881.219,31 ;
11-Feb;Disma Operasional Cost Dari Bank Bri;; Rp	41.000.000,00 ;; Rp	44.881.219,31 ;
;Pembelian Lestari 11 Februari;;; Rp	1.040.000,00 ; Rp	43.841.219,31 ;
;Listrik Kantor;;; Rp	2.253.232,00 ; Rp	41.587.987,31 ;
;Uang Lembur Rifai 9-10 Februari'26;;; Rp	100.000,00 ; Rp	41.487.987,31 ;
;Pembelian Safira 11 Februari'26;;; Rp	1.322.500,00 ; Rp	40.165.487,31 ;
;Pembelian Delta Adib 11 Februari'26;;; Rp	175.000,00 ; Rp	39.990.487,31 ;
;Kembalian Uang Belanja Hilman 3Februari'26;; Rp	289.000,00 ;; Rp	40.279.487,31 ;
;Uang Operasional Rifai 11 Februari'26;;; Rp	22.000,00 ; Rp	40.257.487,31 ;
;Uang Belanja Hilman 12 Februari'26;;; Rp	3.200.000,00 ; Rp	37.057.487,31 ;
;Marketing;;; Rp	40.000,00 ; Rp	37.017.487,31 ;
12-Feb;Pembelian Beras Thai Farmer Hom Mali @5kg 4Krg Shopee 12Februari'26;;; Rp	1.227.904,00 ; Rp	35.789.583,31 ;
;Pembelian Safira 12Februari'26;;; Rp	850.000,00 ; Rp	34.939.583,31 ;
;Marketing;;; Rp	100.000,00 ; Rp	34.839.583,31 ;
;Uang Belanja Hilman 12 Februari'26;;; Rp	1.415.000,00 ; Rp	33.424.583,31 ;
;Pembelian Sagu Tani Flour @1Kg 11Pack Shopee 12Februari'26;;; Rp	290.850,00 ; Rp	33.133.733,31 ;
;Pembelian Sagu Tani Flour @1Kg 9Pack Shopee 12Februari'26;;; Rp	274.500,00 ; Rp	32.859.233,31 ;
;Uang Belanja Hilman 13 Februari'26;;; Rp	4.000.000,00 ; Rp	28.859.233,31 ;
;Kembelian Uang Operasional Rifai 12Februari'26;; Rp	50.000,00 ;; Rp	28.909.233,31 ;
;Uang Lembur Rifai 12 Februari'26;;; Rp	50.000,00 ; Rp	28.859.233,31 ;
;Marketing;;; Rp	25.373,00 ; Rp	28.833.860,31 ;
;Biaya Bank;;; Rp	2.500,00 ; Rp	28.831.360,31 ;
;Marketing;;; Rp	165.165,00 ; Rp	28.666.195,31 ;
;Marketing;;; Rp	25.000,00 ; Rp	28.641.195,31 ;
13-Feb;Tagihan Ibu Debby 19-25 Januari'26;; Rp	520.500,00 ;; Rp	29.161.695,31 ;
;Pembelian Condy Lemon Concentrate@200Ml 5 Btl Shopee 13 Februari'26;;; Rp	130.700,00 ; Rp	29.030.995,31 ;
;Pembelian Tasmi 26-29Januari'26;;; Rp	9.225.000,00 ; Rp	19.805.995,31 ;
;Pembelian Aldi 27-29Januari'26;;; Rp	6.145.250,00 ; Rp	13.660.745,31 ;
;Pembelian Dafa Farm 27-30Januari'26;;; Rp	6.447.500,00 ; Rp	7.213.245,31 ;
;Biaya Bank;;; Rp	2.500,00 ; Rp	7.210.745,31 ;
;Pembelian Suminto 27-28Januari'26;;; Rp	207.000,00 ; Rp	7.003.745,31 ;
;Marketing;;; Rp	100.000,00 ; Rp	6.903.745,31 ;
;Disma Operasional Cost Dari Bank Bri;; Rp	35.000.000,00 ;; Rp	41.903.745,31 ;
;Marketing;;; Rp	50.000,00 ; Rp	41.853.745,31 ;
;Uang Belanja Hilman 14 Februari'26;;; Rp	4.500.000,00 ; Rp	37.353.745,31 ;
14-Feb;Marketing;;; Rp	100.000,00 ; Rp	37.253.745,31 ;
;Biaya Bank;;; Rp	2.500,00 ; Rp	37.251.245,31 ;
;Pembelian Safira 14Februari'26;;; Rp	902.500,00 ; Rp	36.348.745,31 ;
;Pembelian Salted Egg Yolk Golden Isi 20Btr 20Pack Shopee 14Februari'26;;; Rp	2.344.300,00 ; Rp	34.004.445,31 ;
;Uang Operasional Rifai 14 Februari'26;;; Rp	102.000,00 ; Rp	33.902.445,31 ;
;Pembelian Pak Yana 14 Februari'26;;; Rp	1.110.000,00 ; Rp	32.792.445,31 ;
;Pembelian Delta Adib 14 Februari'26;;; Rp	595.000,00 ; Rp	32.197.445,31 ;
;Kasbon Gaji Rifai Bulan Februari'26;;; Rp	200.000,00 ; Rp	31.997.445,31 ;
;Uang Lembur Rifai 13 Februari'26;;; Rp	50.000,00 ; Rp	31.947.445,31 ;
;Pembelian Rafflesia 14Februari'26;;; Rp	910.000,00 ; Rp	31.037.445,31 ;
;Uang Belanja Hilman 14 Februari'26;;; Rp	2.799.000,00 ; Rp	28.238.445,31 ;
;Uang Belanja Hilman 15 Februari'26;;; Rp	3.500.000,00 ; Rp	24.738.445,31 ;
;Uang Belanja Hilman 16 Februari'26;;; Rp	3.000.000,00 ; Rp	21.738.445,31 ;
;Marketing;;; Rp	155.100,00 ; Rp	21.583.345,31 ;
;Pembelian Lestari 14 Februari;;; Rp	1.805.000,00 ; Rp	19.778.345,31 ;
;Marketing;;; Rp	127.600,00 ; Rp	19.650.745,31 ;
;Marketing;;; Rp	50.000,00 ; Rp	19.600.745,31 ;
;Biaya Bank;;; Rp	2.500,00 ; Rp	19.598.245,31 ;
15-Feb;Marketing;;; Rp	144.100,00 ; Rp	19.454.145,31 ;
;Marketing;;; Rp	150.000,00 ; Rp	19.304.145,31 ;
16-Feb;Pembelian Pak Andi 16 Februari'26;;; Rp	4.830.000,00 ; Rp	14.474.145,31 ;
;Pembelian Milac Gold Cooking Cream@1Liter 7 Pack Shopee 16Februari'26;;; Rp	516.050,00 ; Rp	13.958.095,31 ;
;Pembelian Safira 15Februari'26;;; Rp	435.000,00 ; Rp	13.523.095,31 ;
;Pembelian Safira 16Februari'26;;; Rp	435.000,00 ; Rp	13.088.095,31 ;
;Uang Operasional Rifai 14Februari'26;;; Rp	52.000,00 ; Rp	13.036.095,31 ;
;Uang Belanja Hilman 16 Februari'26;;; Rp	4.000.000,00 ; Rp	9.036.095,31 ;
;Uang Lembur Rifai 14 Februari'26;;; Rp	50.000,00 ; Rp	8.986.095,31 ;
;Uang Lembur Bagus 15 Februari'26;;; Rp	50.000,00 ; Rp	8.936.095,31 ;
;Pembelian Mc Chain Curly Fries@1.8Kg 10Pack Shopee 16 Februari'26;;; Rp	1.574.000,00 ; Rp	7.362.095,31 ;
;Marketing;;; Rp	50.000,00 ; Rp	7.312.095,31 ;
;Pembelian Struk Thermal 80x80 24Roll Shopee 16Februari'26;;; Rp	327.760,00 ; Rp	6.984.335,31 ;
;Pembelian GulaVit@1Kg 20Pack Shopee 16Februari'26;;; Rp	420.704,00 ; Rp	6.563.631,31 ;
;Pembelian GulaVit@1Kg 20Pack Shopee 16Februari'26;;; Rp	420.704,00 ; Rp	6.142.927,31 ;
;Pembelian GulaVit@1Kg 20Pack Shopee 16Februari'26;;; Rp	412.080,00 ; Rp	5.730.847,31 ;
;Pembelian GulaVit@1Kg 20Pack Shopee 16Februari'26;;; Rp	420.704,00 ; Rp	5.310.143,31 ;
;Pembelian GulaVit@1Kg 20Pack Shopee 16Februari'26;;; Rp	420.704,00 ; Rp	4.889.439,31 ;
;Pembelian Beras Thai Farmer Hom Mali @5kg 2Krg Shopee 16Februari'26;;; Rp	576.897,00 ; Rp	4.312.542,31 ;
;Pembelian Delta Adib 16 Februari'26;;; Rp	175.000,00 ; Rp	4.137.542,31 ;
;Pembelian Sedotan Kertas@100Pcs 5Pack Shopee 16Februari'26;;; Rp	97.000,00 ; Rp	4.040.542,31 ;
;Disma Operasional Cost Dari Bank Bri;; Rp	20.000.000,00 ;; Rp	24.040.542,31 ;
;Uang Belanja Bagus 16Februari'26;;; Rp	350.000,00 ; Rp	23.690.542,31 ;
;Uang Belanja Hilman 17 Februari'26;;; Rp	7.500.000,00 ; Rp	16.190.542,31 ;
;Uang Harian Pak Ifan 16 Februari'26;;; Rp	150.000,00 ; Rp	16.040.542,31 ;
;Uang Lembur Bagus 16 Februari'26;;; Rp	50.000,00 ; Rp	15.990.542,31 ;
;Uang Lembur Sifa 16 Februari'26;;; Rp	50.000,00 ; Rp	15.940.542,31 ;
17-Feb;Uang Harian Lalamove Pak Purnomo 16Februari'26;;; Rp	400.000,00 ; Rp	15.540.542,31 ;
;Uang Operasional Rifai 17 Februari'26;;; Rp	50.000,00 ; Rp	15.490.542,31 ;
;Pembelian Safira 17Februari'26;;; Rp	435.000,00 ; Rp	15.055.542,31 ;
;Pembelian Delta Adib 17 Februari'26;;; Rp	385.000,00 ; Rp	14.670.542,31 ;
;Uang Belanja Hilman 17 Februari'26;;; Rp	1.493.000,00 ; Rp	13.177.542,31 ;
;Uang Harian Pak Ifan 17 Februari'26;;; Rp	150.000,00 ; Rp	13.027.542,31 ;
;Kembalian Uang Operasional Pak Ifan 16Februari'26;; Rp	91.500,00 ;; Rp	13.119.042,31 ;
;Uang Belanja Hilman 18 Februari'26;;; Rp	4.200.000,00 ; Rp	8.919.042,31 ;
18-Feb;Uang Harian Lalamove Pak Purnomo 17Februari'26;;; Rp	400.000,00 ; Rp	8.519.042,31 ;
;Pembelian Safira 18Februari'26;;; Rp	1.397.500,00 ; Rp	7.121.542,31 ;
;Penbelian Madu Uray@875Ml 3Btl Shopee 18Februari'26;;; Rp	468.200,00 ; Rp	6.653.342,31 ;
;Pembelian Mc Chain Curly Fries@1.8Kg 8Pack Shopee 18 Februari'26;;; Rp	1.094.720,00 ; Rp	5.558.622,31 ;
;Pembelian Mc Chain Curly Fries@1.8Kg 7Pack Shopee 18 Februari'26;;; Rp	1.002.090,00 ; Rp	4.556.532,31 ;
;Pembelian Indo Cemerlang 18Februari'26;;; Rp	1.725.000,00 ; Rp	2.831.532,31 ;
;Uang Belanja Hilman 18 Februari'26;;; Rp	564.000,00 ; Rp	2.267.532,31 ;
;Disma Operasional Cost Dari Bank Bri;; Rp	30.000.000,00 ;; Rp	32.267.532,31 ;
;Marketing;;; Rp	100.000,00 ; Rp	32.167.532,31 ;
;Biaya Bank;;; Rp	2.500,00 ; Rp	32.165.032,31 ;
;Uang Belanja Hilman 19 Februari'26;;; Rp	7.500.000,00 ; Rp	24.665.032,31 ;
;Uang Harian Pak Ifan 18 Februari'26;;; Rp	150.000,00 ; Rp	24.515.032,31 ;
;Tagihan Kyo Jatiwaringin 22-28Desember'25 & Tagihan Kyo Astha 5-11Januari'26;; Rp	8.316.000,00 ;; Rp	32.831.032,31 ;
;Uang Harian Lalamove Pak Purnomo 18Februari'26;;; Rp	400.000,00 ; Rp	32.431.032,31 ;
19-Feb;Pembelian Java Cocoa Powder Classic @1Kg 1Pack Shopee 19Februari'26;;; Rp	227.390,00 ; Rp	32.203.642,31 ;
;Pembelian Segar Global 19Februari'26;;; Rp	780.000,00 ; Rp	31.423.642,31 ;
;Marketing;;; Rp	100.000,00 ; Rp	31.323.642,31 ;
;Biaya Bank;;; Rp	2.500,00 ; Rp	31.321.142,31 ;
;Uang Operasional Rifai 19 Februari'26;;; Rp	52.000,00 ; Rp	31.269.142,31 ;
;Uang Belanja Hilman 19 Februari'26;;; Rp	2.417.000,00 ; Rp	28.852.142,31 ;
;Uang Belanja Hilman 20 Februari'26;;; Rp	7.000.000,00 ; Rp	21.852.142,31 ;
20-Feb;Pembelian Safira 19Februari'26;;; Rp	927.500,00 ; Rp	20.924.642,31 ;
;Uang Lembur Sandi 19Februari'26;;; Rp	50.000,00 ; Rp	20.874.642,31 ;
;Uang Lembur Rifai 19Februari'26;;; Rp	50.000,00 ; Rp	20.824.642,31 ;
;Uang Harian Pak Ifan 19 Februari'26;;; Rp	150.000,00 ; Rp	20.674.642,31 ;
;Uang Operasional Rifai 19 Februari'26;;; Rp	50.000,00 ; Rp	20.624.642,31 ;
;Pembelian Milac Gold Cooking Cream@1Liter 2 Pack Shopee 20Februari'26;;; Rp	155.920,00 ; Rp	20.468.722,31 ;
;Pembelian Biji Jali@1Kg 1Pack Shopee 20Februari'26;;; Rp	55.105,00 ; Rp	20.413.617,31 ;
;Pembelian Sedotan Kertas@100Pcs 5Pack Shopee 20Februari'26;;; Rp	99.500,00 ; Rp	20.314.117,31 ;
;Insentif Client Tahunan;;; Rp	2.000.000,00 ; Rp	18.314.117,31 ;
;Uang Operasional Rifai 20 Februari'26;;; Rp	22.000,00 ; Rp	18.292.117,31 ;
;Pembelian Delta Adib 20 Februari'26;;; Rp	360.000,00 ; Rp	17.932.117,31 ;
;Marketing;;; Rp	601.000,00 ; Rp	17.331.117,31 ;
;Uang Belanja Hilman 21 Februari'26;;; Rp	4.500.000,00 ; Rp	12.831.117,31 ;
;Marketing;;; Rp	100.000,00 ; Rp	12.731.117,31 ;
;Marketing;;; Rp	144.300,00 ; Rp	12.586.817,31 ;
;Marketing;;; Rp	28.860,00 ; Rp	12.557.957,31 ;
;Biaya Adm;;; Rp	20.000,00 ; Rp	12.537.957,31 ;
21-Feb;Kembalian Uang Belanja Hilman 13Februari'26;; Rp	381.000,00 ;; Rp	12.918.957,31 ;
;Kembalian Uang Belanja Hilman 15Februari'26;; Rp	873.000,00 ;; Rp	13.791.957,31 ;
;Kembalian Uang Belanja Hilman 16Februari'26;; Rp	281.000,00 ;; Rp	14.072.957,31 ;
;Uang Operasional Rifai 21 Februari'26;;; Rp	52.000,00 ; Rp	14.020.957,31 ;
;Lalamove Kiat 21Februari'26;;; Rp	500.000,00 ; Rp	13.520.957,31 ;
;Uang Lembur Rifai 20 Februari'26;;; Rp	50.000,00 ; Rp	13.470.957,31 ;
;Uang Lembur Sandi 21 Februari'26;;; Rp	50.000,00 ; Rp	13.420.957,31 ;
;Disma Operasional Cost Dari Bank Bri;; Rp	20.000.000,00 ;; Rp	33.420.957,31 ;
;Pembelian Aldi 1-8 Februari'26;;; Rp	9.336.000,00 ; Rp	24.084.957,31 ;
;Pembelian Suminto 1-5 Februari'26;;; Rp	1.290.000,00 ; Rp	22.794.957,31 ;
;Pembelian AA Utom Dafa Farm 3-6Februari'26;;; Rp	9.869.200,00 ; Rp	12.925.757,31 ;
;Biaya Bank;;; Rp	2.500,00 ; Rp	12.923.257,31 ;
;Pembelian Safira 21 Februari'26;;; Rp	915.000,00 ; Rp	12.008.257,31 ;
;Pembelian Delta Adib 21 Februari'26;;; Rp	450.000,00 ; Rp	11.558.257,31 ;
;Uang Belanja Hilman 22 Februari'26;;; Rp	3.500.000,00 ; Rp	8.058.257,31 ;
;Uang Belanja Hilman 23 Februari'26;;; Rp	3.000.000,00 ; Rp	5.058.257,31 ;
22-Feb;Marketing;;; Rp	100.000,00 ; Rp	4.958.257,31 ;
23-Feb;Lalamove Kiat 23Februari'26;;; Rp	230.000,00 ; Rp	4.728.257,31 ;
;Disma Operasional Cost Dari Bank Mandiri;; Rp	40.000.000,00 ;; Rp	44.728.257,31 ;
;Disma Operasional Cost Dari Bank Bri;; Rp	20.000.000,00 ;; Rp	64.728.257,31 ;
;Pulsa Kantor 23Februari'26;;; Rp	12.000,00 ; Rp	64.716.257,31 ;
;Pembelian AA Utom 21Februari'26;;; Rp	18.720.000,00 ; Rp	45.996.257,31 ;
;Biaya Bank;;; Rp	2.500,00 ; Rp	45.993.757,31 ;
;Pembelian AA Utom 21Februari'26;;; Rp	15.675.000,00 ; Rp	30.318.757,31 ;
;Biaya Bank;;; Rp	2.500,00 ; Rp	30.316.257,31 ;
;Pembelian Milac Gold Cooking Cream@1Liter 13 Pack Shopee 23 Februari'26;;; Rp	964.000,00 ; Rp	29.352.257,31 ;
;Pembelian Pak Andi 23 Februari'26;;; Rp	10.350.000,00 ; Rp	19.002.257,31 ;
;Pembelian Delta Adib 23 Februari'26;;; Rp	72.000,00 ; Rp	18.930.257,31 ;
;Pembelian Safira 23 Februari'26;;; Rp	570.000,00 ; Rp	18.360.257,31 ;
;Uang Belanja Hilman 23 Februari'26;;; Rp	2.642.000,00 ; Rp	15.718.257,31 ;
;DP Bukber Disma Fresh;;; Rp	700.000,00 ; Rp	15.018.257,31 ;
;Uang Lembur Rifai 21 Februari'26;;; Rp	50.000,00 ; Rp	14.968.257,31 ;
;Uang Lembur Bagus 22 Februari'26;;; Rp	50.000,00 ; Rp	14.918.257,31 ;
;Pembelian Lestari 23 Februari'26;;; Rp	2.625.000,00 ; Rp	12.293.257,31 ;
;Uang Belanja Hilman 24 Februari'26;;; Rp	5.000.000,00 ; Rp	7.293.257,31 ;
;Kembalian Uang Operasional Rifai 23Februari'26;; Rp	100.000,00 ;; Rp	7.393.257,31 ;
24-Feb;Uang Harian Lalamove Pak Purnomo 23Februari'26;;; Rp	400.000,00 ; Rp	6.993.257,31 ;
;Uang Belanja Hilman 24 Februari'26;;; Rp	2.000.000,00 ; Rp	4.993.257,31 ;
;Sewa Chiller Udang 150Kg ;;; Rp	160.000,00 ; Rp	4.833.257,31 ;
;Ganti Aki TCL 24Februari'26;;; Rp	868.000,00 ; Rp	3.965.257,31 ;
;Kelebihan Uang Sewa Chiler Udang 23Februari'26;; Rp	10.000,00 ;; Rp	3.975.257,31 ;
;Uang Harian Pak Ifan 23 Februari'26;;; Rp	150.000,00 ; Rp	3.825.257,31 ;
;Pulsa Kantor 24Februari'26;;; Rp	27.000,00 ; Rp	3.798.257,31 ;
;Disma Operasional Cost Dari Bank Bri;; Rp	50.000.000,00 ;; Rp	53.798.257,31 ;
;Uang Harian Lalamove Pak Purnomo 24Februari'26;;; Rp	400.000,00 ; Rp	53.398.257,31 ;
;Pembelian Minyak Vipco@1Liter 9Pack Shopee 24Februari'26;;; Rp	219.040,00 ; Rp	53.179.217,31 ;
;Pembelian Mamasuka Mayonaise@1Kg 7Pack Shopee 24Februari'26;;; Rp	383.640,00 ; Rp	52.795.577,31 ;
;Pembelian Tissue Livi Kotak@150Lbr 10Pack Shopee 24Februari'26;;; Rp	40.491,00 ; Rp	52.755.086,31 ;
;Pengembalian Uang Returan Pembelian Pak Andi 23Februari'26;; Rp	10.350.000,00 ;; Rp	63.105.086,31 ;
;Pembelian Safira 23 Februari'26;;; Rp	300.000,00 ; Rp	62.805.086,31 ;
;Pembelian Delta Adib 24 Februari'26;;; Rp	468.000,00 ; Rp	62.337.086,31 ;
;Pembelian Syrup Sakura Dripp@760Ml 2Btl Shopee 24Februari'26;;; Rp	202.000,00 ; Rp	62.135.086,31 ;
;Uang Belanja Hilman 25 Februari'26;;; Rp	5.000.000,00 ; Rp	57.135.086,31 ;
;Uang Lembur Bagus 23 Februari'26;;; Rp	50.000,00 ; Rp	57.085.086,31 ;
;Uang Lembur Sandi 24 Februari'26;;; Rp	50.000,00 ; Rp	57.035.086,31 ;
;Uang Harian Pak Ifan 24 Februari'26;;; Rp	150.000,00 ; Rp	56.885.086,31 ;
25-Feb;Pembelian Tissue Plenty Kitchen Towel@2Pcs 24Pack Tokopedia 25Februari'26;;; Rp	337.060,00 ; Rp	56.548.026,31 ;
;Pembelian Syrup Sakura Dripp@760Ml 1Btl Shopee 25Februari'26;;; Rp	101.900,00 ; Rp	56.446.126,31 ;
;Pengembalian Dana Pembelian Mamasuka Mayonaise@1Kg 7Pack Shopee 24Februari'26;; Rp	384.000,00 ;; Rp	56.830.126,31 ;
;Pembelian Mamasuka Mayonaise@1Kg 7Pack Shopee 25Februari'26;;; Rp	407.620,00 ; Rp	56.422.506,31 ;
;Pembelian Surat Jalan Disma 20Pack Subur Printing 25Februari'26;;; Rp	875.000,00 ; Rp	55.547.506,31 ;
;Uang Operasional Rifai 25 Februari'26;;; Rp	252.000,00 ; Rp	55.295.506,31 ;
;Uang Operasional Rifai 25 Februari'26;;; Rp	22.000,00 ; Rp	55.273.506,31 ;
;Uang Lembur Rifai 23-24 Februari'26;;; Rp	100.000,00 ; Rp	55.173.506,31 ;
;Uang Belanja Hilman 25 Februari'26;;; Rp	3.025.000,00 ; Rp	52.148.506,31 ;
;Uang Belanja Hilman 26 Februari'26;;; Rp	5.000.000,00 ; Rp	47.148.506,31 ;
;Marketing;;; Rp	200.000,00 ; Rp	46.948.506,31 ;
;Biaya Bank;;; Rp	2.500,00 ; Rp	46.946.006,31 ;
;Uang Harian Lalamove Pak Purnomo 26Februari'26;;; Rp	400.000,00 ; Rp	46.546.006,31 ;
26-Feb;Uang Harian Pak Ifan 25 Februari'26;;; Rp	150.000,00 ; Rp	46.396.006,31 ;
;Pembelian Delta Adib 25 Februari'26;;; Rp	72.000,00 ; Rp	46.324.006,31 ;
;Uang Belanja Bagus 26 Februari'26;;; Rp	400.000,00 ; Rp	45.924.006,31 ;
;Pembelian Susu Kental Manis Cap Enak@370Gr 48Can Shopee 26Februari'26;;; Rp	631.804,00 ; Rp	45.292.202,31 ;
;Pembelian Safira 26Februari'26;;; Rp	480.000,00 ; Rp	44.812.202,31 ;
;Uang Belanja Hilman 26 Februari'26;;; Rp	195.000,00 ; Rp	44.617.202,31 ;
;Uang Operasional Rifai 26 Februari'26;;; Rp	22.000,00 ; Rp	44.595.202,31 ;
;Uang Belanja Hilman 27 Februari'26;;; Rp	5.500.000,00 ; Rp	39.095.202,31 ;
;Uang Harian Pak Ifan 26 Februari'26;;; Rp	150.000,00 ; Rp	38.945.202,31 ;
27-Feb;Kembalian Uang Belanja Hilman 21Februari'26;; Rp	168.000,00 ;; Rp	39.113.202,31 ;
;Kembalian Uang Belanja Hilman 22Februari'26;; Rp	451.000,00 ;; Rp	39.564.202,31 ;
;Kembalian Uang Belanja Hilman 24Februari'26;; Rp	1.361.000,00 ;; Rp	40.925.202,31 ;
;Uang Lembur Rifai 25-26 Februari'26;;; Rp	100.000,00 ; Rp	40.825.202,31 ;
