REKAP BELANJA DISMA JUNI 2026,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
NO,TANGGAL,NAMA BARANG,QUANTITY,,HARGA TOTAL,HARGA SATUAN,SUPPLIER,PAYMENT,TGL BAYAR,INV,,,,,,,
317,09/06/26,CABAI RAWIT HIJAU PETIK,  3.00 ,Kg," Rp 180,000 "," Rp 60,000 ",ALDIANSYAH,TRANSFER,,,,,,,,,
318,09/06/26,CABAI RAWIT MERAH PETIK,  3.00 ,Kg," Rp 240,000 "," Rp 80,000 ",ALDIANSYAH,TRANSFER,,,,,,,,,
319,09/06/26,CABAI RAWIT MERAH,  0.20 ,Kg," Rp 14,000 "," Rp 70,000 ",ALDIANSYAH,TRANSFER,,,,,,,,,
320,09/06/26,MONIN SYRUP LECI @700ML,  2.00 ,Btl," Rp 322,000 "," Rp 161,000 ",SHOPEE,TRANSFER,09-Jun,,,,,,,,
321,09/06/26,MIE CAP KEMUDI @500GR,  5.00 ,Pack," Rp 136,140 "," Rp 27,228 ",SHOPEE,TRANSFER,09-Jun,,,,,,,,
322,09/06/26,GOLDENFILL CHOCOCRUNCHY@1KG,  2.00 ,Pack," Rp 108,000 "," Rp 54,000 ",BAKING LAND,BAGUS CASH,,,,,,,,,
323,09/06/26,BERAS SETRA RAMOS - PREMIUM @5KG,  1.00 ,Krg," Rp 87,000 "," Rp 87,000 ",TOKO BERAS,HILMAN CASH,,,,,,,,,
,,,,,,#DIV/0!,,,,,,,,,,,
324,10/06/26,BASIL,  0.50 ,Kg," Rp 30,000 "," Rp 60,000 ",,,,,BAGJA,"  522,200 ",PASAR,,,,
325,10/06/26,BAWANG MERAH BESAR,  0.50 ,Kg," Rp 25,000 "," Rp 50,000 ",,,,,,"  1,349,000 ",TOKO ERNI,,,,
326,10/06/26,JAMUR SHITAKE,  1.00 ,Kg," Rp 120,000 "," Rp 120,000 ",,,,,,"  100,000 ",BENSIN TCO,,,,
327,10/06/26,JERUK NIPIS,  0.50 ,Kg," Rp 10,000 "," Rp 20,000 ",,,,,,"  100,000 ",BENSIN TCL,,,,
328,10/06/26,LEMON IMPORT ,  1.00 ,Kg," Rp 50,000 "," Rp 50,000 ",,,,,,"  302,000 ",TCL,,,,
329,10/06/26,LEMON LOKAL CALIFORNIA,  2.00 ,Kg," Rp 60,000 "," Rp 30,000 ",,,,,,"  202,000 ",TCO,,,,
330,10/06/26,PAKCOY,  0.50 ,Kg," Rp 10,000 "," Rp 20,000 ",,,,,,"  50,000 ",PARKIR,,,,
331,10/06/26,PARSLEY BASAH,  1.00 ,Kg," Rp 40,000 "," Rp 40,000 ",,,,,,"  35,000 ",KULI,,,,
332,10/06/26,POPOHAN,  1.00 ,Kg," Rp 15,000 "," Rp 15,000 ",,,,,,"  73,582 ",ONGKIR LALAMOVE KIAT 10JUNI'26,,,,
333,10/06/26,STELLA SPRAY PARFUM @400 ML,  1.00 ,Pcs," Rp 39,200 "," Rp 39,200 ",,,,,,,,,,,
334,10/06/26,TOMAT MERAH,  1.00 ,Kg," Rp 18,000 "," Rp 18,000 ",,,,,"  3,200,000 ","  2,733,782 ","  466,218 ",TRF√  ,,,
335,10/06/26,TOMATO BEEF,  2.00 ,Kg," Rp 70,000 "," Rp 35,000 ",,,,,,,,,,,
336,10/06/26,UBI UNGU,  5.00 ,Kg," Rp 35,000 "," Rp 7,000 ",,,,,,,,,,,
337,10/06/26,BAWANG BOMBAY,  19.00 ,Kg," Rp 310,000 "," Rp 16,316 ",TOKO ERNI,BAGJA CASH,,,BAGUS,"  216,000 ",MILAC 3 PACK,,,,
338,10/06/26,BAWANG PUTIH KUPAS,  6.00 ,Kg," Rp 234,000 "," Rp 39,000 ",TOKO ERNI,BAGJA CASH,,,,"  2,000 ",PARKIR,,,,
339,10/06/26,DELMONTE TOMAT SACHET @8GR ISI 24 PCS,  10.00 ,Pack," Rp 70,000 "," Rp 7,000 ",TOKO ERNI,BAGJA CASH,,,,,,,,,
340,10/06/26,EMPING MENTAH,  1.00 ,Kg," Rp 80,000 "," Rp 80,000 ",TOKO ERNI,BAGJA CASH,,,"  300,000 ","  218,000 ","  82,000 ",CASH√  ,,,
341,10/06/26,KACANG MEDE ,  0.50 ,Kg," Rp 80,000 "," Rp 160,000 ",TOKO ERNI,BAGJA CASH,,,,,,,,,
342,10/06/26,LEE KUM KEE SAUS TIRAM 2.2KG,  1.00 ,Can," Rp 115,000 "," Rp 115,000 ",TOKO ERNI,BAGJA CASH,,,RIFAI,"  150,000 ",BENSIN,,,,
343,10/06/26,MINYAK SOVIA @18LTR ,  1.00 ,Ctn," Rp 415,000 "," Rp 415,000 ",TOKO ERNI,BAGJA CASH,,,,"  152,000 ",E-TOLL,,,,
344,10/06/26,TEPUNG BERAS ROSEBRAND @500GR,  5.00 ,Pack," Rp 45,000 "," Rp 9,000 ",TOKO ERNI,BAGJA CASH,,,,,,,,,
345,10/06/26,KENTANG DIENG AL (1-4 PCS),  15.00 ,Kg," Rp 270,000 "," Rp 18,000 ",SUMINTO,TRANSFER,,,"  302,000 ","  302,000 ",  - ,,,,
346,10/06/26,BAWANG PUTIH KUPAS,  165.00 ,Kg," Rp 4,785,000 "," Rp 29,000 ",KEVIN,TRANSFER,15-Jun,,,,,,,,
347,10/06/26,TELUR AYAM NEGERI,  30.00 ,Kg," Rp 710,000 "," Rp 23,667 ",SAFIRA,TRANSFER,10-Jun,,HILMAN & SANDI,"  15,000 ",BENSIN  MOTOR,,,,
348,10/06/26,JAMUR CHAMPIGNON ,  13.00 ,Kg," Rp 468,000 "," Rp 36,000 ",DELTAFOOD,TRANSFER,10-Jun,,,"  102,000 ",E-TOLL,,,,
349,10/06/26,SUSU SUNBAY EVAPORATED MILK @380 ML,  5.00 ,Can," Rp 80,833 "," Rp 16,167 ",SHOPEE,TRANSFER,10-Jun,,REFUND 1 CAN,"  13,000 ",PARKIR INDUK,,,,
350,10/06/26,MILAC GOLD COOKING CREAM @1LT,  3.00 ,Pack," Rp 216,000 "," Rp 72,000 ",BAKING LAND,BAGUS CASH,,,,"  10,000 ",PARKIR LIAR,,,,
351,10/06/26,MAMASUKA MAYONAISE @1KG,  10.00 ,Pack," Rp 497,000 "," Rp 49,700 ",SHOPEE,TRANSFER,10-Jun,,,,,,,,
,,,,,,#DIV/0!,,,,,"  202,000 ","  140,000 ","  62,000 ",CASH√  ,,,
352,11/06/26,HEAD LETTUCE,  7.00 ,Kg," Rp 245,000 "," Rp 35,000 ",,,,,,,,,,,
353,11/06/26,JAHE PUTIH,  0.50 ,Kg," Rp 10,000 "," Rp 20,000 ",,,,,BAGJA,"  1,544,000 ",PASAR,,,,
354,11/06/26,KABOCHA ORANGE,  50.00 ,Kg," Rp 1,150,000 "," Rp 23,000 ",,,,,,"  1,633,000 ",TOKO ERNI,,,,
355,11/06/26,KOL PUTIH,  2.00 ,Kg," Rp 20,000 "," Rp 10,000 ",,,,,,"  200,000 ",BENSIN TCL,,,,
356,11/06/26,PLASTIK SEGITIGA (PEPING BAG),  1.00 ,Pack," Rp 12,000 "," Rp 12,000 ",,,,,,"  100,000 ",E-TOLL TCL,,,,
357,11/06/26,TOMAT MERAH,  4.00 ,Kg," Rp 72,000 "," Rp 18,000 ",,,,,,"  252,000 ",TCO,,,,
358,11/06/26,TOMATO BEEF,  1.00 ,Kg," Rp 35,000 "," Rp 35,000 ",,,,,,"  50,000 ",TCL,,,,
359,11/06/26,BAWANG PUTIH BANCI,  19.00 ,Kg," Rp 700,000 "," Rp 36,842 ",TOKO ERNI,BAGJA CASH,,,,"  35,000 ",PARKIR,,,,
360,11/06/26,BAWANG PUTIH KUPAS,  2.00 ,Kg," Rp 78,000 "," Rp 39,000 ",TOKO ERNI,BAGJA CASH,,,,"  35,000 ",KULI,,,,
361,11/06/26,GARAM REFINA @500GR,  120.00 ,Pack," Rp 780,000 "," Rp 6,500 ",TOKO ERNI,BAGJA CASH,,,,"  409,864 ",ONGKIR LALAMOVE KIAT & ONGKIR LALAMOVE DARI INDUK KE DISMA 11JUNI'26,,,,
362,11/06/26,LADA HITAM BUBUK @250GR,  3.00 ,Pack," Rp 75,000 "," Rp 25,000 ",TOKO ERNI,BAGJA CASH,,,,,,,,,
363,11/06/26,KENTANG DIENG AL (1-4 PCS),  5.00 ,Kg," Rp 90,000 "," Rp 18,000 ",SUMINTO,TRANSFER,,,"  3,500,000 ","  4,258,864 ","  -758,864 ",UANG BAGJA√  ,,,
364,11/06/26,BAWANG PUTIH KUPAS,  135.00 ,Kg," Rp 3,915,000 "," Rp 29,000 ",KEVIN,TRANSFER,15-Jun,,,,,,,,
365,11/06/26,CABAI MERAH KERITING PETIK,  575.00 ,Kg," Rp 25,875,000 "," Rp 45,000 ",ALDIANSYAH,TRANSFER,12-Jun,,RIFAI,"  150,000 ",BENSIN,,,,
366,11/06/26,TELUR AYAM NEGERI,  15.00 ,Kg," Rp 355,000 "," Rp 23,667 ",SAFIRA,TRANSFER,11-Jun,,,"  102,000 ",E-TOLL,,,,
367,11/06/26,JAMUR CHAMPIGNON,  15.00 ,Kg," Rp 540,000 "," Rp 36,000 ",DELTAFOOD,TRANSFER,11-Jun,,,"  6,000 ",PARKIR,,,,
368,11/06/26,CIRENG BRECXELLE ISI 20 PCS,  30.00 ,Pack," Rp 450,000 "," Rp 15,000 ",ALFATIH ,TRANSFER,11-Jun,,,,,,,,
369,11/06/26,SUSU SUNBAY EVAPORATED MILK @380 ML,  23.00 ,Can," Rp 372,000 "," Rp 16,174 ",SHOPEE,TRANSFER,11-Jun,,"  252,000 ","  258,000 ","  -6,000 ",UANG RIFAI√  ,,,
370,11/06/26,MILO BUBUK@990GR,  1.00 ,Pack," Rp 101,800 "," Rp 101,800 ",SHOPEE,TRANSFER,11-Jun,,,,,,,,
371,11/06/26,MARGARINE AMANDA@200GR,  10.00 ,Pack," Rp 78,500 "," Rp 7,850 ",SHOPEE,TRANSFER,11-Jun,,HILMAN & SANDI,  - ,,,,,
372,11/06/26,MILO BUBUK@990GR,  1.00 ,Pack," Rp 96,960 "," Rp 96,960 ",SHOPEE,TRANSFER,11-Jun,,,,,,,,
373,11/06/26,KNORR CHICKEN @1KG,  3.00 ,Pack," Rp 340,000 "," Rp 113,333 ",SHOPEE,TRANSFER,11-Jun,,,,,,,,
374,11/06/26,DAGING GILING REGULAR,  22.00 ,Pack," Rp 1,985,500 "," Rp 90,250 ",HIJRAHFOOD,TRANSFER,11-Jun,,"  50,000 ",  - ,"  50,000 ",TRF√  ,,,
,,,,,,#DIV/0!,,,,,,,,,,,
375,12/06/26,DAGING SENGKEL SAPI,  3.00 ,Kg," Rp 450,000 "," Rp 150,000 ",,,,,BAGJA,"  1,113,000 ",PASAR,,,,
376,12/06/26,DAUN PANDAN,  0.50 ,Kg," Rp 5,000 "," Rp 10,000 ",,,,,,"  2,663,000 ",TOKO ERNI,,,,
377,12/06/26,HEAD LETTUCE,  5.00 ,Kg," Rp 175,000 "," Rp 35,000 ",,,,,,"  302,000 ",TCL,,,,
378,12/06/26,JAHE PUTIH,  1.50 ,Kg," Rp 25,000 "," Rp 16,667 ",,,,,,"  202,000 ",TCO,,,,
379,12/06/26,KABOCHA ORANGE,  0.80 ,Kg," Rp 18,000 "," Rp 22,500 ",,,,,,"  100,000 ",BENSIN TCO,,,,
380,12/06/26,TEPUNG DRAGON FLY @1KG,  10.00 ,Pack," Rp 89,000 "," Rp 8,900 ",,,,,,"  32,000 ",PARKIR,,,,
381,12/06/26,TOMAT MERAH,  4.00 ,Kg," Rp 70,000 "," Rp 17,500 ",,,,,,"  35,000 ",KULI,,,,
382,12/06/26,JAMUR CHAMPIGNON,  5.00 ,Kg," Rp 200,000 "," Rp 40,000 ",,,,,,,,,,,
383,12/06/26,BABY PAKCOY,  9.00 ,Kg," Rp 81,000 "," Rp 9,000 ",,,,,"  4,300,000 ","  4,447,000 ","  -147,000 ",UANG BAGJA√  ,,,
384,12/06/26,BAWANG BOMBAY,  19.00 ,Kg," Rp 300,000 "," Rp 15,789 ",TOKO ERNI,BAGJA CASH,,,,,,,,,
385,12/06/26,BAWANG PUTIH KUPAS,  9.50 ,Kg," Rp 370,000 "," Rp 38,947 ",TOKO ERNI,BAGJA CASH,,,,,,,,,
386,12/06/26,DIAMOND UHT MILK PLAIN @1LT,  2.00 ,Pack," Rp 44,000 "," Rp 22,000 ",TOKO ERNI,BAGJA CASH,,,RIFAI,"  150,000 ",BENSIN,,,,
387,12/06/26,GULA BATU PUTIH @500GR,  8.00 ,Kg," Rp 144,000 "," Rp 18,000 ",TOKO ERNI,BAGJA CASH,,,,"  152,000 ",E-TOLL,,,,
388,12/06/26,KECAP ASIN HATI ANGSA @600ML ,  10.00 ,Btl," Rp 220,000 "," Rp 22,000 ",TOKO ERNI,BAGJA CASH,,,,"  6,000 ",PARKIR BLOK M,,,,
389,12/06/26,LADA PUTIH HALUS @250GR,  1.00 ,Pack," Rp 25,000 "," Rp 25,000 ",TOKO ERNI,BAGJA CASH,,,,"  5,000 ",PARKIR MIDAZ,,,,
390,12/06/26,MINYAK SANIA BIB @18LTR,  1.00 ,Ctn," Rp 410,000 "," Rp 410,000 ",TOKO ERNI,BAGJA CASH,,,,,,,,,
391,12/06/26,MINYAK SOVIA BIB @18LTR ,  1.00 ,Ctn," Rp 410,000 "," Rp 410,000 ",TOKO ERNI,BAGJA CASH,,,"  302,000 ","  313,000 ","  -11,000 ",UANG RIFAI√  ,,,
392,12/06/26,ROYCO AYAM @1KG,  1.00 ,Pack," Rp 45,000 "," Rp 45,000 ",TOKO ERNI,BAGJA CASH,,,,,,,,,
393,12/06/26,SUSU KENTAL MANIS CARNATION @370GR,  48.00 ,Can," Rp 555,000 "," Rp 11,563 ",TOKO ERNI,BAGJA CASH,,,PAK IFAN,"  100,000 ",BENSIN,,,,
394,12/06/26,TEPUNG SEGITIGA BIRU @1 KG,  12.00 ,Pack," Rp 140,000 "," Rp 11,667 ",TOKO ERNI,BAGJA CASH,,,,"  102,000 ",E-TOLL,,,,
395,12/06/26,KENTANG DIENG AL (1-4 PCS),  30.00 ,Kg," Rp 540,000 "," Rp 18,000 ",SUMINTO,TRANSFER,,,,,,,,,
396,12/06/26,BAWANG MERAH KUPAS,  8.50 ,Kg," Rp 450,500 "," Rp 53,000 ",KEVIN,TRANSFER,15-Jun,,"  202,000 ","  202,000 ",  - ,,,,
397,12/06/26,BAWANG PUTIH KUPAS,  120.00 ,Kg," Rp 3,600,000 "," Rp 30,000 ",KEVIN,TRANSFER,15-Jun,,,,,,,,
398,12/06/26,CABAI MERAH BESAR,  0.25 ,Kg," Rp 17,500 "," Rp 70,000 ",ALDIANSYAH,TRANSFER,,,,,,,,,
399,12/06/26,CABAI MERAH BESAR PETIK ,  7.00 ,Kg," Rp 525,000 "," Rp 75,000 ",ALDIANSYAH,TRANSFER,,,,,,,,,
400,12/06/26,CABAI MERAH KERITING PETIK,  215.00 ,Kg," Rp 9,675,000 "," Rp 45,000 ",ALDIANSYAH,TRANSFER,15-Jun,,,,,,,,
401,12/06/26,BONELESS PAHA AYAM NO SKIN,  25.00 ,Kg," Rp 1,000,000 "," Rp 40,000 ",LESTARI,TRANSFER,11-Jun,,,,,,,,
402,12/06/26,SAYAP AYAM,  10.00 ,Kg," Rp 290,000 "," Rp 29,000 ",LESTARI,TRANSFER,11-Jun,,,,,,,,
403,12/06/26,BABY BUNCIS,  96.00 ,Kg," Rp 1,824,000 "," Rp 19,000 ",AA ALAN,TRANSFER,,,  4 ,,,,,,
404,12/06/26,JAMUR CHAMPIGNON,  10.00 ,Kg," Rp 360,000 "," Rp 36,000 ",DELTAFOOD,TRANSFER,12-Jun,,,,,,,,
405,12/06/26,TELUR AYAM NEGERI (OMEGA) ,  15.00 ,Kg," Rp 397,500 "," Rp 26,500 ",SAFIRA,TRANSFER,12-Jun,,,,,,,,
406,12/06/26,TAHU WALIK ISI 10 PCS,  30.00 ,Pack," Rp 499,000 "," Rp 16,633 ",SHOPEE,TRANSFER,12-Jun,,,,,,,,
407,12/06/26,SUSU EVAPORASI CARNATION @405GR,  3.00 ,Can," Rp 67,900 "," Rp 22,633 ",SHOPEE,TRANSFER,12-Jun,,,,,,,,
,,,,,,#DIV/0!,,,,,,,,,,,
408,13/06/26,BASIL,  1.25 ,Kg," Rp 87,000 "," Rp 69,600 ",,,,,BAGJA,"  1,510,800 ",PASAR,,,,
409,13/06/26,BAWANG BOMBAY MERAH,  1.00 ,Kg," Rp 30,000 "," Rp 30,000 ",,,,,,"  731,000 ",TOKO ERNI,,,,
410,13/06/26,BAWANG MERAH BESAR,  2.00 ,Kg," Rp 100,000 "," Rp 50,000 ",,,,,,"  30,000 ",BENSIN MOTOR BAGJA,,,,
411,13/06/26,BERAS PANDAN WANGI @5KG,  1.00 ,Krg," Rp 105,000 "," Rp 105,000 ",,,,,,"  302,000 ",TCO,,,,
412,13/06/26,HEAD LETTUCE,  19.00 ,Kg," Rp 665,000 "," Rp 35,000 ",,,,,,"  254,000 ",TCL,,,,
413,13/06/26,JAHE PUTIH,  1.00 ,Kg," Rp 15,000 "," Rp 15,000 ",,,,,,"  30,000 ",KULI,,,,
414,13/06/26,JERUK NIPIS,  1.00 ,Kg," Rp 15,000 "," Rp 15,000 ",,,,,,"  15,000 ",PARKIR,,,,
415,13/06/26,KANTONG PLASTIK PUTIH SIZE 35,  3.00 ,Pack," Rp 66,000 "," Rp 22,000 ",,,,,,"  400,000 ",LALAMOVE INDUK KE DISMA,,,,
416,13/06/26,KOL PUTIH ,  2.00 ,Kg," Rp 20,000 "," Rp 10,000 ",,,,,,,,,,,
417,13/06/26,LEMON LOKAL CALIFORNIA,  3.00 ,Kg," Rp 90,000 "," Rp 30,000 ",,,,,"  2,500,000 ","  3,272,800 ","  -772,800 ",UANG BAGJA√  ,,,
418,13/06/26,LENGKOAS,  1.00 ,Kg," Rp 10,000 "," Rp 10,000 ",,,,,,,,,,,
419,13/06/26,PAKCOY,  3.00 ,Kg," Rp 30,000 "," Rp 10,000 ",,,,,RIFAI,"  150,000 ",BENSIN,,,,
420,13/06/26,PLASTIK SEGITIGA (PEPING BAG),  2.00 ,Pack," Rp 20,000 "," Rp 10,000 ",,,,,,"  152,000 ",E-TOLL,,,,
421,13/06/26,PLASTIK SAMPAH HITAM HD 60X100 ,  2.00 ,Pack," Rp 22,000 "," Rp 11,000 ",,,,,,"  50,000 ",BENSIN,,,,
422,13/06/26,PLASTIK SAMPAH HITAM HD 90X120 ,  2.00 ,Pack," Rp 22,000 "," Rp 11,000 ",,,,,,"  6,000 ",PARKIR,,,,
423,13/06/26,STELLA SPRAY PARFUM @400 ML ,  1.00 ,Pcs," Rp 34,800 "," Rp 34,800 ",,,,,,,,,,,
424,13/06/26,THINWALL SAUCE CUP 25ML,  5.00 ,Pack," Rp 55,000 "," Rp 11,000 ",,,,,"302,000 DARI BAGJA",,,,,,
425,13/06/26,THINWALL SAUCE CUP 35ML ,  3.00 ,Pack," Rp 42,000 "," Rp 14,000 ",,,,,"52,000 TRF KANTOR",,,,,,
426,13/06/26,TIMUN,  1.00 ,Kg," Rp 10,000 "," Rp 10,000 ",,,,,"  352,000 ","  358,000 ","  -6,000 ",UANG RIFAI√  ,,,
427,13/06/26,TOMAT MERAH,  3.00 ,Kg," Rp 54,000 "," Rp 18,000 ",,,,,,,,,,,
428,13/06/26,WORTEL BERASTAGI,  1.50 ,Kg," Rp 18,000 "," Rp 12,000 ",,,,,,,,,,,
429,13/06/26,BAWANG BOMBAY,  38.00 ,Kg," Rp 600,000 "," Rp 15,789 ",TOKO ERNI,BAGJA CASH,,,PAK IFAN,"  100,000 ",BENSIN,,,,
430,13/06/26,CABAI MERAH KERING BESAR,  0.50 ,Kg," Rp 45,000 "," Rp 90,000 ",TOKO ERNI,BAGJA CASH,,,,"  154,000 ",E-TOLL,,,,
431,13/06/26,KECAP ASIN HATI ANGSA @600ML,  1.00 ,Btl," Rp 22,000 "," Rp 22,000 ",TOKO ERNI,BAGJA CASH,,,,"  25,000 ","BAWANG PUTIH KUPAS 0,7 KG",,,,
432,13/06/26,KETUMBAR UTUH,  0.50 ,Kg," Rp 15,000 "," Rp 30,000 ",TOKO ERNI,BAGJA CASH,,,,"  15,000 ",GOJEK DARI PASAR KE KIAT,,,,
433,13/06/26,SASA TEPUNG SEBAGUNA @210GR,  1.00 ,Pack," Rp 7,000 "," Rp 7,000 ",TOKO ERNI,BAGJA CASH,,,,,,,,,
434,13/06/26,TEPUNG CAKRA KEMBAR @1KG,  3.00 ,Pack," Rp 42,000 "," Rp 14,000 ",TOKO ERNI,BAGJA CASH,,,"254,000 DARI BAGJA",,,,,,
435,13/06/26,KENTANG DIENG AL (1-4 PCS),  55.00 ,Kg," Rp 990,000 "," Rp 18,000 ",SUMINTO,TRANSFER,,,"200,000 TRF KANTOR",,,,,,
436,13/06/26,BAWANG PUTIH KUPAS,  120.00 ,Kg," Rp 3,600,000 "," Rp 30,000 ",KEVIN,TRANSFER,15-Jun,,"  454,000 ","  294,000 ","  160,000 ",TRF√  ,,,
437,13/06/26,CABAI MERAH KERITING PETIK,  195.00 ,Kg," Rp 8,775,000 "," Rp 45,000 ",ALDIANSYAH,TRANSFER,15-Jun,,,,,,,,
438,13/06/26,DAUN BAWANG,  80.00 ,Kg," Rp 960,000 "," Rp 12,000 ",AA DADI,TRANSFER,15-Jun,,,,,,,,
439,13/06/26,JAMUR CHAMPIGNON,  15.50 ,Kg," Rp 558,000 "," Rp 36,000 ",DELTAFOOD,TRANSFER,13-Jun,,,,,,,,
440,13/06/26,BAWANG PUTIH KUPAS,  0.70 ,Kg," Rp 25,000 "," Rp 35,714 ",PASAR,PAK IFAN CASH,,,,,,,,,
,,,,,,#DIV/0!,,,,,,,,,,,
441,15/06/26,BABY PAKCOY,  7.00 ,Kg," Rp 56,000 "," Rp 8,000 ",,,,,BAGJA,"  3,562,200 ",PASAR,,,,
442,15/06/26,BABY ROMAIN LETTUCE,  0.50 ,Kg," Rp 15,000 "," Rp 30,000 ",,,,,,"  3,479,000 ",TOKO ERNI,,,,
443,15/06/26,BAWANG MERAH KUPAS,  8.00 ,Kg," Rp 384,000 "," Rp 48,000 ",,,,,,"  31,000 ",PARKIR,,,,
444,15/06/26,BERAS PANDAN WANGI @5KG,  1.00 ,Krg," Rp 105,000 "," Rp 105,000 ",,,,,,"  30,000 ",KULI,,,,
445,15/06/26,BONELESS PAHA AYAM NO SKIN,  4.00 ,Kg," Rp 180,000 "," Rp 45,000 ",,,,,,"  100,000 ",BENSIN TCL,,,,
446,15/06/26,BROKOLI,  3.00 ,Kg," Rp 105,000 "," Rp 35,000 ",,,,,,"  302,000 ",TCO,,,,
447,15/06/26,BUNCIS BESAR,  2.00 ,Kg," Rp 30,000 "," Rp 15,000 ",,,,,,"  50,000 ",BENSIN  MOTOR,,,,
448,15/06/26,CHEESE CHEDDAR KRAFT @2KG,  1.00 ,Pack," Rp 220,000 "," Rp 220,000 ",,,,,,,,,,,
449,15/06/26,DAGING SENGKEL SAPI,  4.00 ,Kg," Rp 600,000 "," Rp 150,000 ",,,,,"  7,000,000 ","  7,554,200 ","  -554,200 ",UANG BAGJA√  ,,,
450,15/06/26,DAUN JERUK,  1.00 ,Kg," Rp 60,000 "," Rp 60,000 ",,,,,,,,,,,
451,15/06/26,DAUN KUNYIT,  1.00 ,Kg," Rp 25,000 "," Rp 25,000 ",,,,,,,,,,,
452,15/06/26,DAUN SALAM,  1.00 ,Kg," Rp 10,000 "," Rp 10,000 ",,,,,RIFAI,"  200,000 ",BENSIN,,,,
453,15/06/26,DAUN SELEDRI LOKAL ,  1.00 ,Kg," Rp 30,000 "," Rp 30,000 ",,,,,,"  102,000 ",E-TOLL,,,,
454,15/06/26,HEAD LETTUCE,  0.50 ,Kg," Rp 18,000 "," Rp 36,000 ",,,,,,"  6,000 ",PARKIR,,,,
455,15/06/26,JENGKOL TUA,  2.00 ,Kg," Rp 120,000 "," Rp 60,000 ",,,,,,,,,,,
456,15/06/26,KACANG PANJANG,  7.00 ,Kg," Rp 70,000 "," Rp 10,000 ",,,,,"  302,000 ","  308,000 ","  -6,000 ",UANG RIFAI√  ,,,
457,15/06/26,KANTONG PLASTIK PUTIH SIZE 35,  5.00 ,Pack," Rp 108,000 "," Rp 21,600 ",,,,,,,,,,,
458,15/06/26,KANTONG PLASTIK PUTIH UK 17,  1.00 ,Pack," Rp 22,000 "," Rp 22,000 ",,,,,,,,,,,
459,15/06/26,KEMBANG KOL,  3.00 ,Kg," Rp 75,000 "," Rp 25,000 ",,,,,,,,,,,
460,15/06/26,KOL PUTIH,  17.00 ,Kg," Rp 170,000 "," Rp 10,000 ",,,,,BAGUS,"  59,000 ",SKIPPY CREAMY 1 PCS,,,,
461,15/06/26,LEMON IMPORT,  0.50 ,Kg," Rp 25,000 "," Rp 50,000 ",,,,,,,,,,,
462,15/06/26,LEMON LOKAL CALIFORNIA,  1.00 ,Kg," Rp 35,000 "," Rp 35,000 ",,,,,,,,,,,
463,15/06/26,LOBAK,  1.00 ,Kg," Rp 10,000 "," Rp 10,000 ",,,,,,,,,,,
464,15/06/26,PARE HIJAU,  2.00 ,Kg," Rp 20,000 "," Rp 10,000 ",,,,,  - ,"  59,000 ","  -59,000 ",UANG BAGUS√  ,,,
465,15/06/26,PARSLEY BASAH,  1.30 ,Kg," Rp 52,000 "," Rp 40,000 ",,,,,,,,,,,
466,15/06/26,PEPING BAG ,  1.00 ,Kg," Rp 10,000 "," Rp 10,000 ",,,,,,,,,,,
467,15/06/26,PETAI BESAR,  30.00 ,Pcs," Rp 180,000 "," Rp 6,000 ",,,,,,,,,,,
468,15/06/26,PLASTIK TOMAT 15x30 (1Kg),  5.00 ,Pack," Rp 60,000 "," Rp 12,000 ",,,,,,,,,,,
469,15/06/26,PLASTIK WRAPPING MAKANAN UK 40x500CM ,  1.00 ,Roll," Rp 185,000 "," Rp 185,000 ",,,,,,,,,,,
470,15/06/26,SANREMO SPAGHETTI @500GR,  3.00 ,Pack," Rp 75,000 "," Rp 25,000 ",,,,,,,,,,,
471,15/06/26,SELADA AIR,  1.00 ,Kg," Rp 15,000 "," Rp 15,000 ",,,,,,,,,,,
472,15/06/26,SEREH,  2.00 ,Kg," Rp 26,000 "," Rp 13,000 ",,,,,,,,,,,
473,15/06/26,SPONS ,  4.00 ,Pcs," Rp 34,800 "," Rp 8,700 ",,,,,,,,,,,
474,15/06/26,STEEL WOOL,  4.00 ,Pcs," Rp 32,400 "," Rp 8,100 ",,,,,,,,,,,
475,15/06/26,TERONG UNGU,  5.00 ,Kg," Rp 50,000 "," Rp 10,000 ",,,,,,,,,,,
476,15/06/26,THYME FRESH,  0.10 ,Kg," Rp 24,000 "," Rp 240,000 ",,,,,,,,,,,
477,15/06/26,TOMAT HIJAU,  3.00 ,Kg," Rp 36,000 "," Rp 12,000 ",,,,,,,,,,,
478,15/06/26,TOMAT MERAH,  3.00 ,Kg," Rp 54,000 "," Rp 18,000 ",,,,,,,,,,,
479,15/06/26,WORTEL BERASTAGI,  9.00 ,Kg," Rp 180,000 "," Rp 20,000 ",,,,,,,,,,,
480,15/06/26,DAUN BAWANG,  3.50 ,Kg," Rp 55,000 "," Rp 15,714 ",,,,,,,,,,,
481,15/06/26,AJINOMOTO @250GR,  1.00 ,Pack," Rp 24,000 "," Rp 24,000 ",TOKO ERNI,BAGJA CASH,,,,,,,,,
482,15/06/26,BAWANG BOMBAY,  38.00 ,Kg," Rp 640,000 "," Rp 16,842 ",TOKO ERNI,BAGJA CASH,,,,,,,,,
483,15/06/26,BAWANG PUTIH BUBUK,  0.50 ,Kg," Rp 35,000 "," Rp 70,000 ",TOKO ERNI,BAGJA CASH,,,,,,,,,
